premise,hypothesis,label
Iraklion comes as a surprise to travelers used to Greek islands further north in the Aegean Sea .,There are multiple Greek Islands in the Aegean .,0
How ... why ?,Why did this happen ?,1
uh-huh do those can crushers work good,Are the can crushers hard workers ?,0
"Broad agreement by the civil justice community , including the courts and IOLTA programs , on the values , purposes , and objectives of the State Planning Initiative .","The initiative 's values , purposes and objectives were agreed upon broadly .",0
I wasn 't going to out muscle him so I settled for firing it into his foot .,I was worried my opponent would kill me so I shot him in the foot .,1
There 's a shop specializing in all these items on Av .,There are no stores that deal with these items on Av .,2
The policy and guidance should also be revised to include ( 1 ) a requirement to capture and use specific manufacturing knowledge at the production commitment point as exit criteria to transition from system demonstration into production and ( 2 ) a requirement to structure major weapon system contracts to ensure the capture and use of knowledge for DOD to make investment decisions at critical junctures when transitioning from system integration to system demonstration and then into production .,The policy and guidance shouldn 't also be revised,2
Life is simpler on this secluded island and the beaches are not so crowded .,The island is lined with beaches on almost its entire coastal circumference .,1
"In sensitive areas such as the Adirondacks , for example , the majority of lakes have remained fairly constant in terms of acidification levels , while the most sensitive lakes continue to acidify .",The least sensitive lakes remain fairly constant in terms of acidification levels .,1
"Here 's a quick review of possible objections , left and",There are no objections .,2
um-hum i i didn 't have that exper ience i i don 't have cable so i i 'm pretty much limited to PBS which i thought i thought they did a very good job,I have cable so I do not bother turning on PBS .,2
"Cut sulfur dioxide ( SO2 ) emissions by 73 percent , from current emissions of 11 million tons to a cap of 4.5 million tons in 2010 , and 3 million tons in 2018 .",There is a goal to cut CO2 emissions by 50 % by 2018 .,2
These laws are uncoordinated and often inconsistent .,The laws are coordinated and applied consistently .,2
"The sun had struck near the horizon , throwing up huge masses of material .",The sun had landed close to the horizon .,0
Then I remembered that enigmatical conversation between Poirot and Evelyn Howard .,A previous conversation between Poirot and Evelyn Howard came to my mind .,0
San 'doro spun low and threw one of the daggers twirling end over end .,San 'doro stabbed with a dagger .,2
"If you struggle or cry out , I 'll shoot you like a dog . "" The rim of steel pressed a little harder against the girl 's temple .",He threatened to shoot her regardless of the things she does .,2
right and it 's cutting off the uh the there there are two knives and it cuts off the uh you know excess seam allowance,It has two cutting blades that trim off extra seam fabric .,0
"Today , Japan is more like America 's kid brother than a mortal threat .","Japan is at odds with America , like an estranged cousin .",2
Certainly not .,In no way will I do that for my honor .,1
and um they have little bar there so we sit there and um sipping on some mixed drinks before we get to eat,"We always skip the drink , and go straight into the food .",2
"After all , you know , you can 't bluff him forever .",You can lie to him forever .,2
well i i think what 's happened too is just our technology is just advancing so rapidly that and there 's so much information available out there that folks out there just have a hard time keeping up aside from just going through their daily routine of living to get from day to day,Our technology is advancing quickly and we can 't keep up with it at all .,1
they they can tight they can get out of control,There is no chance that they will grow uncontrollably .,2
"One of the best beaches , pockmarked with volcanic steam spouts , is the Lido dei Maronti on the south coast near the little fishing village of Sant 'Angelo .",Lido dei Maronti is located near Sant 'Angelo .,0
Or will they stay with a president who claims to have ended the Bush recession and who offers a lesser tax cut ?,I am not interested in which president the voters choose .,2
"Furthermore , environmental monitoring networks tracked important environmental improvements - - acid deposition was reduced by up to 30 percent in certain areas of the country .",Acid deposition is correlated to acid rainfall .,1
"Apart from its sheer size , the roofline is the most striking aspect of the chateau ' a surprisingly harmonious blend of cupolas , domes , turrets , spires , and chimneys .",The chateau roof is formed by a huge dome that occupies it 's all size .,2
"Based on its economic impact , the rule was determined to be a significant regulatory action within the meaning of Executive Order No .",The rule states that all shoes must incorporate Velcro fasteners .,1
"LSC continues to provide technical assistance to grantees in many areas of state planning including , but not limited to , development and implementation of state plans , resource development , and mergers .",LSC assists many who receive grants in the state .,0
On 19 June 1566 Mary Stuart gave birth to her son James ( the future James VI of Scotland and James I of England ) in the small antechamber off a larger room known as Queen Mary 's Room .,Mary 's son James became king when he was 32 .,1
"The baths and gymnasia were of alabaster and granite , decorated with statues and frescoes .","The gymnasia and the baths were unadorned , with no artwork of any kind in either of them .",2
"By the way , Hastings , there is something I want you to do for me .",I have no favor that I require from you .,2
"If the RWC is & lt ; 25 % effluent the concentrations may ( 1 ) 4 times the RWC , ( 2 ) 2 times the RWC , ( 3 ) RWC , ( 4 ) RWC / 2 , and ( 5 ) RWC / 4 .","If the RWC is under 25 % , the concentrations vary .",0
John Nolan and I were talking about some of his responsibilities .,John Nolan doesn 't have enough responsibilities,1
uh yeah they usually do put a a year lease on it,They don 't put a lease on it .,2
"When you see the plays performed in the ancient theaters of classical or Roman times , such as those on Thasos or Kos , it makes it all worthwhile .",If you see a play in ancient theaters they make it worthwhile .,0
I took a couple of deep breaths .,I breathed in deeply .,0
"This department has more than 5,500 employees and an annual appropriation of approximately $ 6 .",There are only 1000 employees in this department .,2
A comparison of the Johnson Intervention with four other methods of referral to outpatient treatment .,The Johnson Intervention is only used to refer patients for commitment to an institution .,2
"To get a sense of the long-term implications of alternative national saving paths , we examined the economic outlook over the next 75 years under two different ( 1 ) gross national saving remains constant at its 2000 share of GDP-18 .",It is somewhat difficult to measure the long term implications of alternative national saving paths .,1
"There is , for instance , the increasingly annoying Sports Night , a sitcom that combines the most irritating aspects of David Mamet and thirtysomething . Forthwith , the ABC spokesperson 's remarks , as scripted by Sports Night contributor Aaron",Sports Night is an annoying sitcom that 's a cross between David Mamet and thirtysomething .,0
"In the current climate of scarce resources , LSC must remain committed to pursuing bold new approaches that foster effective legal assistance to low-income clients , including overhauling service areas adjudged to be insufficiently responsive to the tenets of State Planning .","In an era of abundant resources , LSC should scale back its commitment to providing legal assistance to poor clients .",2
why why do you run,How come you won 't run ?,2
"What , you may ask , is the key difference between chemical and biological weapons ?",There are no differences between chemical and biological weapons .,2
"In addition , contrary to recent assertions , we are not seeking the minutes of these meetings or related notes of the Vice President 's staff .","To add to that , contrary to recent assertions , we are not seeking the minutes of these meetings or related notes of the Vice President 's staff .",0
"That year marked the high point for Kosovar aspirations to independence , and it remains the benchmark for NATO 's demand at Rambouillet for a restoration of Kosovo 's pre-1989 autonomy .",Kosovar 's aspirations to become independent were at their highest that year .,0
that yeah with the ice but that uh that 's about the worst worst winter i 've been been through down here,"The area I live in has some of the strangest , coldest winters .",1
"A document of some kind , without doubt , possibly the scrap of paper Dorcas saw in her hand yesterday afternoon .",Dorcas saw her holding a paper .,0
"If the passthrough were over 100 % , a result for which some parties argue , the discount would be larger and we would say that we are moving from rate category treatment toward subclass treatment .",The is a chance we will have poor treatment .,1
the you know just the time factor and just the anyway and i felt like i was listening to Dobson this morning and i i guess i even thought that then this morning so it 's funny i got this topic because there were talking about how the Congress it pays the Congress to make you know legislation that encourages women to work outside the home because then you have two people you can tax and you you put both of those people in a higher bracket,Every woman that works outside the home is a loss to congress .,2
"For all but the true believers , the publication of the rebuttal paper seems likely to end the Torah codes debate .",The Torah codes debate will probably be ended by the publication of the rebuttal paper .,0
Then I remembered- I was the honoured guest here .,I was being honoured for my heroic acts .,1
well i think uh i haven 't had that much of course i just heard but i haven 't had that much time to think about it either i guess the um biggest thing i find find find is the financial aspects uh particularly,I wish I didn 't have to consider the financial aspects of it all .,1
and you want to make sure that it 's done right and put back together right and you know i 've i 've in the past i 've had brake jobs done by someone that when i went back and and looked at it some months later i 'd find something drastically wrong with it,Failing to repair something properly will always lead to even bigger problems later .,1
"Still , the Spain of yesteryear flourishes in many corners of the city .",Spain is on the decline .,2
"The shock of landing must have broken bones , but a moment later he could begin to breathe again .",The landing impact must have broken his bones .,0
"In addition , some organizations used e-mail to communicate less sensitive information to the entire membership .",In addition to this some organizations used e-mail to communicate non-sensitive information to their memberships .,0
well that 's that 's good exercise and i don 't do enough of that either,That is excellent exercise and I don 't participate enough of that kind of exercise either .,0
Rubin is calm and confident .,Rubin is nervous and frustrated with himself .,2
sure but um yeah i 'm not sure how much the water pollution is is directly related to the air pollution other than acid rain yeah,I 'm totally sure that water pollution and air pollution are firmly linked .,2
but they 're real,They are better than the imitations .,1
Avenue de la Grande-Armee points straight to Neuilly and the towers of La Defense with the Grande Arche behind .,The Grande-Armee does not lead to anything in particular .,2
So how can we Internet apologists explain away this finding ?,Internet apologists aren 't sure if there is a way to provide an explanation .,1
San 'doro laughed .,"San 'doro stood grimly , not making a sound .",2
but i i hate laying out material and trying to get the most out of the material and make sure it 's on the right lines and not on the bias and,I don 't really care for the laying out process .,0
"Among the most notable are three Rodin bronzes in its cloister , and works by Perugino , Veronese , El Greco , Rubens , Courbet , Manet , and Matisse .","The building is devoid of art of any kind , its furnishings frugal and bare .",2
News accounts agree that Arafat has finally shed his image as a terrorist and is now being honored by the White House not only as a virtual head of state but as the indispensable player in the peace process .,Reports have stated that Arafat is no longer a terrorist and is being a peaceful citizen in america,0
Series EE savings,Series EE waste,2
The most commonly stolen models are Honda Accords and Toyota Camrys .,Honda Accords and Toyota Camrys are the vehicles most criminals choose to steal .,0
"Only this time , apparently , fortune was going to favor him .",This time fortune decided to favor someone else .,2
he brought it home i believe it came in his uh his mail here 's a camera and a dustbuster and some tools someone a lot of tools a man might like you know,"He got things in the mail , such as tools and other household items",1
"Kobe is a major cosmopolitan center with thriving restaurants , bars , and nightlife , not to mention Nankin-machi , Japan 's most famous Chinatown .",Nankin-machi is Japan 's second most famous Chinatown and is located in a rural area .,2
"The trouble--the other half of the Japanese trap--is that while the conclusion that Japan needs inflation emerges from what looks like impeccable economic logic , we live in an era in which central bankers believe ( and are believed to believe ) in price stability as an overriding goal .","Central bankers in Japan completely assume that price stability is an overriding goal , but it 's probably not .",0
"Activity analysis is accomplished with interviews , questionnaires , observation , and review of physical records of work .",Activity analysis is accomplished by performing meta analysis of other reviews .,2
Silence filled the clearing .,The birds chirped in the clearing .,2
It made Ca 'daan want to cry .,It wanted to kill Ca 'daan and eat him .,2
"His later discovery of the New World brought prosperity to the Madeiran the island 's strategic location on the great East-West trading route meant that ships anchored and took on food , water , and the valuable trading commodity of Madeira wine .",Soon the main trade good became olive oil .,1
Dave Hanson came awake trying to scream and thrusting at the bed with arms too weak to raise him .,Dave remained asleep as he tried to get up .,2
uh-huh right yeah watch yeah yeah i don 't blame you,I blame you .,2
Research in this category may address a broad range of organizational issues-from the structure of alcohol and screening treatment services within the ED to the relationship of the ED to other sources of primary care and the organizational and fiscal factors affecting that relationship .,Research in this category made many people redundant,1
"To ensure that federal financial management improvement efforts succeed and that the President 's and the CFO Council 's priorities are achieved , the support and involvement of key nonfinancial executives and managers is critical .",Nonfinancial personnel have no impact on federal financial management improvement efforts .,2
"If your family moves during your school years ( ages 6-15 ) , your chance of graduating high school falls by 16 percent , the chance that you 'll be economically inactive ( out of school and out of work ) at age 24 rises by 10 percent--and , if you are female , your chance of getting through your teens without an out-of-wedlock birth falls by 6 percent .",The chance of graduating high school drops when your family moves during your school years .,0
"This mail , also called business mail , is sent by non-households to other non-households .","This mail , often called Priority Mail , is sent by households to other households .",2
"The selection of tourist mementos is interesting enough , but pales in comparison to the open-air Mercato San Lorenzo just north of the Duomo near the church of the same name .",The Mercato San Lorenzo is very interesting .,0
The subclasses of mail that exist today are based in considerable degree on content .,The subclasses of mail exist today,0
oh well they they come out with a lot of bruises too,They got broken bones along with the bruises .,1
"( In last week 's win against Minnesota , the Jets committed only one . )",The Jets played against Minnesota last week .,0
"I was aware of other servants huddled together in the background , all eyes and ears .",The other servants were paying rapt attention .,0
"A data element is a unit of information with definable parameters ( for example , a Social Security number ) , sometimes referred to as a data variable or data field .",A data element is information that is always 9 digits .,2
"He argues that the theory of increasing returns is crucial to the case against Microsoft--which is true , although even so it is unclear why he couldn 't just present the theory without the dubious intellectual history .",He says Microsoft depends on lowering returns for their argument to be successful .,2
Emery picks up the pieces at the cutoff time and transports them to its own facility .,Emery has his own mail system,1
"Hum , said Tommy doubtfully , "" I don 't call that much of a clue .",""" That 's it ! "" said Tommy , knowing they had found a lead .",2
"At the Aquarium of the Lakes , which is just beside the Lakeside Railway Station , you can familiarize yourself with the varieties of aquatic life that can be found around the National Park and beyond .",The Aquarium of the Lakes is currently closed to all visitors as it has shut down its operations .,2
"Jon , said San 'doro .",San 'doro was too stunned to speak .,2
"No , it 's something more amorphous , like , Who do you want to hear it from the next time a plane crashes or a world leader is assassinated ?","I want to hear it from nothing , nobody . I don 't want to hear anything .",2
"In addition to calculating the physical effects and monetary impacts of the Clear Skies Act , we also estimated the distribution of particulate matter air quality improvements that will be experienced by the US population .",The distribution of particulate matter air quality improvements is estimated .,0
i i was the person i was impressed with most i mean i i really you know Colin Powell and and General Schwartzkopf they 're military people but i really didn 't know that Cheney was as military minded as he is i mean,Colin Powell and General Schwartzkopf both served in the air force .,1
He is The Manchurian Candidate and a horny hick .,"The Manchurian Candidate is horny ,",0
They especially take him to task for blaming Plath 's suicide on fate and astrology .,He blamed plath 's suicide on fate and astrology .,0
"The Peak Tram , originally steam-powered , was built to speed the wealthy taipans to their mountainside retreats .",The Peak Tram was originally powered by Diesel .,2
no i think it 's good in fact uh i don 't know what the statistics were but i think that they were very surprised to find it so low i think they were expecting it to find uh like the national average at TI and i think it was tremendously down i think,They thought that the numbers would be better than last year 's .,1
"They incorporate information management as an intrinsic part of their business planning and decision making processes , discussing the benefits and risks associated with specific strategies for improving service , reducing cycle time , or reducing costs .",The risks associated with particular cost reduction plans are included in the process of information management .,0
"In Paris , Le Monde led Sunday with a British court 's decision to allow the extradition of Gen.",Le Monde led Sunday with a British court 's decision to allow people to not pay taxes .,2
There are also scores of Celtic croses .,There aren 't many Celtic crosses .,2
There 's no telling how far the liberalizing of Lott might go with enough positive reinforcement .,It is definite that Lott will go far with positive reinforcement .,2
Field laborers have a 69 percent higher risk for stomach cancer .,Field laborers have a lower risk of cancer .,2
yeah i 'm not very familiar with with the the state of their agriculture agriculture,I 'm not very familiar with the state of the agriculture in Poland,1
From Styles Court .,Styles Court was the return address .,1
"To supplement our work looking at leading organizations , we identified and reviewed a large body of literature on management reform , strategic planning , and performance measurement .",We reviewed a large body of literature on management reform .,0
This is similar to exceptionbased T & amp,This is very different from most exception-based,2
"The program also held design reviews for each of the major subsystems , allowing the program to achieve and demonstrate a stable design in July 1999 , before beginning initial manufacturing of production representative prototypes .",The program doesn 't review their designs .,2
"Helms , who just two years ago threatened to end all U.N. funding , was charmed when Annan called on him last year .",Helms was charmed when Annan called him .,0
"It 's not religion anymore , it 's commerce .","It 's no longer commerce , it 's religion .",2
I called upon the Benjamin Franklin Museum .,I skipped the museum .,2
"The low beetling brows , and the criminal jaw , the bestiality of the whole countenance were new to the young man , though he was a type that Scotland Yard would have recognized at a glance .",The brows and jaw were new to the man .,0
"Our reviews over the past 20 years have consistently found that DOD 's weapon system acquisitions take much longer and cost much more than originally anticipated , causing disruptions to the department 's overall investment strategy and significantly reducing its buying power .",The DOD 's weapons systems acquisitions have been very efficient .,2
because uh i mean if you 're flying anywhere down here you always go through Atlanta you can 't avoid it,It 's easy to avoid flying through Atlanta .,2
"With it , Kaufman signaled that his comedy was about more than untranscendent It was about wondrously fucking with your head .",Kaufman 's brand of comedy was primarily centered around sophisticated humor .,2
you know this is the way i feel about this and this is the way because i it 's you know when you when you if you if you teach them when they 're little the way you want them to be and the things that are important to you then you just you add onto it as they get older,let them act however they want when they 're young,2
well i 'll i 'll say something i said in the last conversation i hope i 'm never in that position where i have to be put in one uh from all i 've heard about it just not and i 've heard,I hope I 'm never in the position to be put in a nursing home .,0
yep oh yeah they do they get real emotional about it all the i 've worked with a lot of people that hunt and they just they they don 't see any sense in it at all they think it 's ridiculous to have any kind of gun control but then of course they 're hunters they know what they 're doing they don 't realize there 're a bunch of crazy people out there that,"Most hunters are against gun control because they know what they 're doing and according to statistics , most hunters wouldn 't kill a human being .",1
for crappie they use shiners,We 've not had much luck with worms .,1
"'I understand you 've arranged a suitable program of events for tonight ? ' Natalia asked , as we strode into town .",Natalia was looking forward to an entertaining evening .,1
"Farther east , Elia and Agia Anna offer the promise of a little more space .",Elia and Agia Anna are small areas and are overcrowded .,2
"The Commission 's analysis addressed the effects of the rule on small entities in a general manner , consistent with the requirements of section 607 .",There are severe penalties if the requirements of section 607 are not met .,1
"Shoppers hold mail-order firms to a higher standard than department stores when it comes to keeping things in stock , because the catalogs afford them a photo and item number for every parka , turtleneck , and blazer ever placed in inventory .",Shoppers respect mail-order firms more than department stores in terms of their ability to keep things in stock .,0
I watched them kick in her door and the big man fired the scattershot .,They kicked in a door .,0
"The resulting pools , terraces , and petrified waterfalls of dazzling white travertine are one of Turkey 's most famous sights .","Turkey has some impressive natural formations , but none of them are made of white travertine .",2
"An active government cultural policy in recent years has ? ­ preserved the architectural monuments of the national patrimony from the ravages of time , weather , war , revolution , and urban development .",An active government cultural policy was developed not too long ago .,0
okay okay ready i 'm going to press the one,you 're not ready so I 'm not going to push it,2
"Like mules , they 're naturally infertile .",This is because of their genetic similarities to mules .,1
"'I 'm warning you , because despite myself , Mr. Franklin , I find myself beginning to like you .",Mr Franklin is being liked by the woman .,1
"But this presented a new testing challenge , namely that anything in the street in New York City is fair game .",There were no longer rules governing what happened on the streets in New York City .,1
The change would increase the cost of filing a lawsuit in Superior Court to $ 200 .,The current cost to file a lawsuit is $ 150 .,1
"The eastern region , known as Oriente , has soaring mountains and Cuba 's second and most musical city , Santiago de Cuba .",There is a soaring mountain in the eastern region known as Oriente and there are many wild species that live there .,1
yeah we 're we 're having a kid in October and it 's like well you know no more no more eating out for a while,We cannot eat out for a while because of the kid .,0
yeah see that 's what,"No , thats not what I mean .",2
Louis XIV died here in 1715 of gangrene of the leg .,Louis XIV died from an infected battle wound .,1
"They had sought through other worlds and ages for anyone with a reputation as a builder , engineer or construction genius , without screening the probability of finding an answer .",It took them years to look for someone with building experience .,1
Pundits debated whether the candidacies 1 ) take votes from Republicans,A topic of debate was whether or not the candidates took votes away from the Republicans .,0
"Again , all this is not to say that Taylor is guilty of such an offense .","As has been said seven times before , Taylor may or not be guilty of the offense .",1
"No discussion of Hawaii would be complete , however , without mentioning some other islands in the chain .",There are other islands in the chain besides Hawaii .,0
which basketball,What baseball ?,2
'You are sure ? ',Are you positive ?,0
yeah i think so right yeah he sure did,"I agree , he did it .",0
"And we are not sure of that even . """,We are unsure of that .,0
"He now faces an election in three months , says Berger .",He will not participate in the election that 's just three months away .,2
Designs work best when the owner has sufficient inhouse expertise to qualify as a smart buyer .,Designs never work .,2
"Former corporate wife Lorna Wendt won a $ 20-million divorce judgment against her ex-husband , GE Capital Services CEO Gary Wendt .","Gary Wendy may have owed Lorna money that he never paid , and the judge is ruling that the amount owed be increased for not paying the first time .",1
what was interesting Malaysia is a tropical country just uh two degrees above the equator,Malaysia is located two degrees above the equator .,0
i i i don 't know if he 's the the right one to replace him he 'd probably be a perfectly competent replacement but,He may be a competent replacement but I can 't be sure .,0
Is academic literary criticism headed down a blind alley ?,Will the analysis of literature abruptly end ?,0
"179 "" Tuppence ? "" faltered Tommy .",Tommy asked for Tuppence in a weak manner .,0
Was this what we fought for when we battled the fascist invaders ?,Did we wage war against the fascist invaders only to become like them ?,1
well maybe that 'll allow me to outweigh some of the things i have to pick up on occasion,Maybe that will make me less heavy that the things I have to pick up .,2
"The Asian American experience may offer a As growing numbers of Asian Americans have entered the mainstream over the last decade , it is increasingly said--sometimes with pride , sometimes with scorn--that they are becoming white .",Asian Americans are offended by the ' becoming white ' claim .,1
"Instead of with New York , substitute to .","You should not substitute it to someplace else , do it with New York .",2
The definition of the term affected EGU establishes which electricity generating units are covered by the new WRAP trading program .,The definition of the term affected EGU establishes which electricity generating units are covered by the WRAP program .,0
"But the thought of traveling without packing , except maybe for a tiny computer and a tiny camera , has a powerful charm of its own .",The idea of packing light to travel is charming .,0
"Yes , sir , it was put in her room every evening , and she warmed it up in the night , whenever she fancied it .","Something was put in her room every evening and she warmed it up in the night , whenever she felt like it .",0
"Most responses could be divided into two kinds of some target snobs who disdain the rabble ( the reluctant dentist , the smarmy candidate ) , others target slobs who are the rabble ( passengers in coach , customers at Kmart ) .",There was no way the responses could be categorized .,2
"The Timna area , just north of Eilat , is renowned for King Solomon 's copper mines .",The copper mines have long since been closed down .,1
"Scores of bars , restaurants , and kiosks cater for the primarily German tourists , and the beach is usually awash with lounge chairs and sunbaked bodies , pedalos , and windsurfing gear .",Most of the lounge chairs on the beach belong to Germans .,1
In the kitchen is a planter of yellow tulips with pale-green markings engulfed by a mass of purple grape hyacinths .,There are flowers from the garden in the kitchen .,1
"Mister Kells , he keeps ledgers over in th ' tack room .",Mister Kells has a ledger in the tack room .,0
really oh really i didn 't know any of this none of my friends have failed the English or the education ones,Every one I know has failed the English or education ones at least once .,2
It was no good worrying .,The best thing that you can do in this situation is worry .,2
I wasn 't playing .,I am not playing .,0
"Alternatively , choose from small Land Rover type vehicles , scooters , and mopeds .",Scooters and mopeds can be selected .,0
The Lombards controlled the interior in a loose confederation of fiercely independent duchies .,The Lombards had a loose confederation of fiercly independent duchies to control the interior .,0
that he was using to fire the process in order to run it,He only ran the process once a month .,1
"there , choose Washington Post ( under News Agency ) .",Pick the Washington Post,0
"With mild distaste , I took the Gauntlet he handed me .",I wanted the gauntlet and I begged him for it .,2
Have you the key of the door ?,Do you have the key that goes into this door ?,0
"Yes , often .","Yes , a lot of the time .",0
The man beheld him a moment longer before turning to the girl .,The man refused to look at him and stared only at the girl .,2
"Herbert Gutman 's The Black Family in Slavery and Freedom 1750-1925 ( 1976 ) showed that slave families , while often broken up when members were sold or assigned to different plantations , were remarkably monogamous and stable .",Gutman 's work talked about how dysfunctional slave families were .,2
now this is not just a state law this is a federal law controlled by the Treasury Department,The Treasury Department invests a lot of resources to enforce that law .,1
yeah well i mean i mean that 's yeah that 's the fun of cooking improvising,I can 't cook without the recipe in front of me .,2
"Guadeloupe , from the air or on a map , resembles a butterfly .",Guadeloupe looks nothing like a butterfly from the sky .,2
"I do hope we shall have lots more adventures . """,""" It is my hope that we shall have a great deal more adventures in Narnia . """,1
right right well i 'm going to push one and let them start recording okay,We should let them start recording .,0
A more thorough discussion of boilermaker labor demand is given in Chapter 6 .,Boilermaker labor demand was largely ignored in the book .,2
"The program manager for the National Organic Program said that AMS knew that the rule would be controversial , so AMS decided to take advantage of IT 's potential to facilitate the comment process , allowing comments to be provided via mail , fax , and email .",The program manager knew people would love the rule .,2
"As usual , Washington Week doesn 't get around to the week 's real thing ( Flytrap ) until the closer .",Washington week gets real and intense from the start,2
"Until recently , there was little for ordinary mortals who lacked a yacht , but now there are sailing fleets waiting to be hired either bare ( for qualified sailors ) or with a crew to do the work for you .",It is very inexpensive to hire a yacht with a crew .,1
Adrin let the rain pour over the corners of his hat .,The rain poured over the corners of Adrin 's hat .,0
It seems to me very simple .,It didn 't have many issues .,1
"Already , in the three years since this documentary was shot , digital technology has made moviemaking at this level more affordable--which means that the road for impoverished filmmakers like Borchardt will soon be less grueling .","Thanks to cheaper moviemaking via digital technology , filmmaking will be less tasking .",0
"I should never have thought of that . """,I wish I had thought of this earlier .,2
Nobody actually knows if Lana accompanied the two men to the farmhouse .,It is well known that Lana went to the farmhouse with the men .,2
Lentauw finished ninth despite being chased into a cornfield by dogs .,Lentaw never entered a race .,2
The day of disillusionment had been a Wednesday .,Wednesday was the day that everything was ruined .,1
"That 's what I want , said the girl wistfully .","That is my desire , said the girl yearningly .",0
um-hum yeah and the the laws are all the rules some of the things that would make sense to to tell the jury that this this guy has a a prior criminal history you know where he 's raped ten women,They were not able to be unbiased in their decision after learning of their background .,1
( Unfertilized eggs contain only the mother 's half of genes,Half of the mother 's genes are transferred into unfertilized eggs .,0
Yes a bargain .,"That 's a bargain , yes .",0
okay well i 'm in east Plano i 'm out in Las Rios so it 's bound to be different over here but yeah yeah,It is the same here in east Plano .,2
Back here in Tubacca he was conscious how much he had allowed his personal affairs to drift from day to day .,His reconciliation with the locals had left him little time to organize his duties .,1
oh boy those are two very active age,Those kids have absolutely no energy,2
"In actual fact , I was just trying to find something that might have survived .",I knew everything had died .,2
What is open to you .,What you cannot do .,2
to run all the way downstairs that that i don 't use it,To run all the way across town and get something that I use often .,2
"Prepared for Office of Policy , Planning and Evaluation , US Environmental Protection Agency .","The Prepared for Office of Policy , Planning and Evaluation is part of the EPA .",0
"If someone wants to estimate the cumulative volume growth for a period , she has to multiply the annual growth rates in Columns ( 5 ) , ( 8 ) , and ( 11 ) by the number of years in the period .",There is no way to estimate cumulative volume growth .,2
Critics trash Homer 's epic-turned-sweeps-month-stunt .,Homer 's epic-turned-sweeps-month-stunt in the film was disliked by many audiences .,1
"On 15 May , Kyoto celebrates its Hollyhock Festival ( Aoi Matsuri ) .",There are no festivals held in May in Kyoto .,2
"President Bush 's National Energy Plan also includes measures to increase conservation of energy , increase energy efficiency , and encourage technological advances such as clean coal technology , fuel cells , and combined heat and power facilities -- all of which will contribute to addressing the energy and environmental challenges of","Nuclear energy is the best form of renewable , clean energy .",1
As regards Annette he could do nothing .,He could do something for Annette if he wanted to .,2
and you know um in general really isn 't the food that is eaten in Israel so you you i 'm sure you probably typically think of it like bagels right you know bagels and lox,They don 't really eat that type of food in Israel .,0
i you know my my name being sold if i if i give money to the World Wild Wildlife Federation you know it 's a it 's a i feel it 's an invasion of privacy to receive so many pieces of junk mail because they sell my address,I never receive any junk mail .,2
"He frowned and said , "" We are descending a bit too quickly . """,Someone noted our altitude was decreasing faster than it should .,0
It 's possible he 's guilty .,It cannot be said that innocence is an absolute certainty .,0
'He 'll be prepared for the possibility I 'm double-crossing him . ' ,He will not be prepared for me to double cross him .,2
The Project adopted six guiding principles .,The project adopted principles .,0
"You can 't argue with that ; lives there the tourist with soul so dead that he does not wish that he could visit rural France , or Mexico City , or for that matter Kansas City the way they were , rather than the way they are ?",He has a lust for travel and wanted to go to every city again and again .,2
Ca 'daan ate but got sick .,Ca 'daan felt great !,2
You want me to go to Madame Colombier 's ?,Madame Colombier 's is where I should go for more information ?,1
okay well it 's good it 's good talking to you okay bye-bye,"Please go on , I have all the time to speak .",2
It doesn 't outsource all its production .,None of the production is outsourced whatsoever .,2
But reporters don 't need artful seducers like Davis to make news .,Reporters don 't need sexy artists the likes of Davis for interesting news .,0
"Stores such as Dorothee-Bis , Benetton , and the less expensive but lower quality Tati are found throughout the capital .",Clothing stores can be found throughout the city .,0
"Within another 5 km ( 3 miles ) you arrive at Sella village , dwarfed beneath an extraordinary plateau .",Sella village is located beneath a large plateau .,0
"A plethora of listings are available at Lawyers.com , but the amount of information is almost overwhelming to the novice .",Lawyers are a popular listing site .,1
"A Diet Coke , if you will , please , Kemp chirped .",Kemp politely asked for a diet coke .,0
The Counsel has asserted that section 712 ( 1 ) limits GAO 's audit authority to financial transactions .,GAO is not happy with the limitations on its audit authority .,1
Maybe he should not have ridden out of Tubacca at all .,He did not doubt that riding out to Tubacca had been the right action to take .,2
"He begins by suggesting that if the United States could achieve growth rates reported by South Korea in the past couple of decades , our grandchildren would eventually be earning $ 2 million a day .","He began suggestion the united sate would have large growth rates , just like South Korea predicted .",0
It can 't be proved .,It can be proved with just a few hours of work .,2
"Don Reese , he put them both out in the street .",They both got thrown out in the gutter with none of their belongings .,1
well all right well uh i guess that 's about it,I am ready to continue on .,2
Write-offs themselves are not the problem .,The greater problem is the multitude of unreported taxes .,1
"But useful , functioning institutions are not created by a single stroke of the pen .","It takes a lot of work and effort to establish useful , efficient , operating institutions .",0
right yeah it 's and it 's uh it it 's uh uh a hassle trying to to uh uh put your money all in the right in the savings you know in the right pockets i guess it would be a way to say it,Deciding where to invest your savings is easy .,2
"Nearly half the Jewish inhabitants hail from overseas , and they have brought with them many of the accumulated customs and cultural traditions of their former homes .",They came from the magical land of Jewlandia .,1
The pleading died out of his voice .,"He couldn 't beg anymore , he was begged out .",1
Super Bowl XXXII ( San Diego ) .,The game was held in San Francisco .,2
oh definitely hum-um hum-um no but they think and probably the right people buy it,They think this .,1
